"Lnr" "Unfall" "Geschlecht" "Beruf" "Alter" "Fahrpraxis"
1328 0 "Frau" "Zahnarzt" 42 24
1329 0 "Frau" "Zahnarzt" 41 22
1330 0 "Mann" "Zahnarzt" 62 44
1331 0 "Frau" "Zahnarzt" 37 18
1332 0 "Frau" "Zahnarzt" 43 25
1333 1 "Frau" "Zahnarzt" 31 11
1334 1 "Frau" "Zahnarzt" 26 8
1335 0 "Frau" "Zahnarzt" 50 32
1336 0 "Frau" "Zahnarzt" 39 20
1337 0 "Mann" "Zahnarzt" 38 20
1338 0 "Mann" "Zahnarzt" 40 20
1339 0 "Mann" "Zahnarzt" 44 25
1340 1 "Frau" "Zahnarzt" 29 9
1341 0 "Frau" "Zahnarzt" 50 32
1342 0 "Frau" "Zahnarzt" 62 43
1343 0 "Mann" "Zahnarzt" 49 30
1344 0 "Frau" "Zahnarzt" 33 15
1345 1 "Frau" "Zahnarzt" 29 10
1346 0 "Mann" "Zahnarzt" 40 22
1347 1 "Mann" "Zahnarzt" 28 9
1348 0 "Frau" "Zahnarzt" 46 27
1349 0 "Frau" "Zahnarzt" 52 34
1350 0 "Mann" "Zahnarzt" 60 42
1351 0 "Frau" "Zahnarzt" 49 30
1352 0 "Mann" "Zahnarzt" 31 12
1353 0 "Frau" "Zahnarzt" 40 22
1354 0 "Mann" "Zahnarzt" 55 37
1355 0 "Mann" "Zahnarzt" 40 22
1356 0 "Frau" "Zahnarzt" 40 20
1357 0 "Mann" "Zahnarzt" 39 20
1358 0 "Mann" "Zahnarzt" 49 31
1359 0 "Mann" "Zahnarzt" 48 28
1360 0 "Frau" "Zahnarzt" 55 36
1361 0 "Frau" "Zahnarzt" 64 45
1362 0 "Frau" "Zahnarzt" 49 30
1363 0 "Frau" "Zahnarzt" 50 31
1364 0 "Frau" "Zahnarzt" 50 32
1365 0 "Frau" "Zahnarzt" 57 37
1366 0 "Frau" "Zahnarzt" 37 18
1367 0 "Mann" "Zahnarzt" 48 28
1368 0 "Frau" "Zahnarzt" 55 36
1369 0 "Frau" "Zahnarzt" 46 27
1370 1 "Frau" "Zahnarzt" 27 8
1371 0 "Frau" "Zahnarzt" 50 31
1372 1 "Frau" "Zahnarzt" 34 15
1373 1 "Mann" "Zahnarzt" 27 8
1374 0 "Frau" "Zahnarzt" 40 21
1375 0 "Mann" "Zahnarzt" 48 29
1376 0 "Frau" "Zahnarzt" 61 41
1377 0 "Mann" "Zahnarzt" 31 12
1378 0 "Frau" "Zahnarzt" 35 17
1379 0 "Mann" "Zahnarzt" 44 25
1380 0 "Mann" "Zahnarzt" 35 16
1381 0 "Frau" "Zahnarzt" 36 18
1382 0 "Frau" "Zahnarzt" 49 30
1383 0 "Mann" "Zahnarzt" 41 23
1384 0 "Frau" "Zahnarzt" 36 18
1385 0 "Mann" "Zahnarzt" 44 24
1386 0 "Frau" "Zahnarzt" 42 23
1387 0 "Frau" "Zahnarzt" 44 26
1388 0 "Mann" "Zahnarzt" 62 43
1389 0 "Frau" "Zahnarzt" 43 23
1390 0 "Mann" "Zahnarzt" 36 17
1391 0 "Mann" "Zahnarzt" 37 17
1392 0 "Mann" "Zahnarzt" 58 38
1393 0 "Frau" "Zahnarzt" 64 45
1394 0 "Frau" "Zahnarzt" 37 17
1395 0 "Frau" "Zahnarzt" 43 25
1396 0 "Mann" "Zahnarzt" 49 30
1397 0 "Frau" "Zahnarzt" 53 34
1398 0 "Frau" "Zahnarzt" 40 21
1399 0 "Frau" "Zahnarzt" 35 16
1400 0 "Mann" "Zahnarzt" 52 34
1401 1 "Frau" "Zahnarzt" 31 13
1402 0 "Mann" "Zahnarzt" 62 42
1403 0 "Frau" "Zahnarzt" 60 42
1404 0 "Frau" "Zahnarzt" 58 39
1405 0 "Frau" "Zahnarzt" 35 15
1406 0 "Frau" "Zahnarzt" 62 44
1407 0 "Frau" "Zahnarzt" 52 32
1408 0 "Mann" "Zahnarzt" 49 31
1409 0 "Mann" "Zahnarzt" 26 7
1410 0 "Mann" "Zahnarzt" 47 29
1411 0 "Mann" "Zahnarzt" 49 31
1412 0 "Frau" "Zahnarzt" 46 27
1413 0 "Frau" "Zahnarzt" 41 23
1414 1 "Frau" "Zahnarzt" 33 14
1415 0 "Mann" "Zahnarzt" 53 35
1416 0 "Frau" "Zahnarzt" 51 33
1417 0 "Frau" "Zahnarzt" 37 17
1418 0 "Frau" "Zahnarzt" 57 39
1419 0 "Frau" "Zahnarzt" 50 32
1420 0 "Mann" "Zahnarzt" 52 33
1421 0 "Frau" "Zahnarzt" 42 22
1422 0 "Frau" "Zahnarzt" 40 22
1423 0 "Mann" "Zahnarzt" 55 37
1424 0 "Mann" "Zahnarzt" 46 27
1425 0 "Mann" "Zahnarzt" 55 35
1426 0 "Frau" "Zahnarzt" 56 36
1427 0 "Frau" "Zahnarzt" 49 30
1428 0 "Frau" "Zahnarzt" 34 15
1429 0 "Mann" "Zahnarzt" 42 24
1430 0 "Frau" "Zahnarzt" 47 27
1431 0 "Frau" "Zahnarzt" 34 16
1432 0 "Mann" "Zahnarzt" 50 32
1433 0 "Mann" "Zahnarzt" 51 31
1434 0 "Frau" "Zahnarzt" 38 19
1435 0 "Frau" "Zahnarzt" 52 33
1436 0 "Frau" "Zahnarzt" 40 21
1437 0 "Frau" "Zahnarzt" 44 24
1438 0 "Frau" "Zahnarzt" 59 41
1439 0 "Frau" "Zahnarzt" 57 38
1440 0 "Frau" "Zahnarzt" 51 32
1441 1 "Mann" "Zahnarzt" 25 6
1442 0 "Mann" "Zahnarzt" 39 21
1443 0 "Frau" "Zahnarzt" 56 36
1444 0 "Frau" "Zahnarzt" 41 22
1445 0 "Mann" "Zahnarzt" 54 34
1446 0 "Frau" "Zahnarzt" 36 17
1447 0 "Mann" "Zahnarzt" 42 23
1448 0 "Mann" "Zahnarzt" 48 29
1449 0 "Frau" "Zahnarzt" 60 42
1450 0 "Frau" "Zahnarzt" 30 12
1451 0 "Frau" "Zahnarzt" 51 31
1452 0 "Mann" "Zahnarzt" 34 14
1453 0 "Frau" "Zahnarzt" 40 21
1454 0 "Mann" "Zahnarzt" 49 30
1455 0 "Frau" "Zahnarzt" 50 31
1456 0 "Mann" "Zahnarzt" 32 13
1457 0 "Mann" "Zahnarzt" 35 16
1458 1 "Mann" "Zahnarzt" 38 19
1459 0 "Mann" "Zahnarzt" 53 34
1460 0 "Mann" "Zahnarzt" 44 24
1461 0 "Mann" "Zahnarzt" 61 43
1462 0 "Mann" "Zahnarzt" 40 22
1463 0 "Frau" "Zahnarzt" 33 14
1464 0 "Mann" "Zahnarzt" 49 30
1465 0 "Mann" "Zahnarzt" 54 35
1466 0 "Frau" "Zahnarzt" 45 26
1467 0 "Mann" "Zahnarzt" 55 37
1468 0 "Frau" "Zahnarzt" 47 28
1469 0 "Frau" "Zahnarzt" 43 25
1470 0 "Frau" "Zahnarzt" 44 26
1471 0 "Mann" "Zahnarzt" 38 19
1472 0 "Mann" "Zahnarzt" 44 25
1473 0 "Mann" "Zahnarzt" 36 18
1474 0 "Mann" "Zahnarzt" 43 25
1475 0 "Frau" "Zahnarzt" 26 8
1476 0 "Mann" "Zahnarzt" 39 20
1477 0 "Frau" "Zahnarzt" 33 13
1478 0 "Frau" "Zahnarzt" 37 18
1479 0 "Frau" "Zahnarzt" 50 30
1480 0 "Frau" "Zahnarzt" 42 24
1481 0 "Frau" "Zahnarzt" 51 33
1482 0 "Mann" "Zahnarzt" 52 32
1483 0 "Mann" "Zahnarzt" 51 32
1484 0 "Frau" "Zahnarzt" 49 30
1485 0 "Mann" "Zahnarzt" 46 26
1486 0 "Mann" "Zahnarzt" 57 37
1487 0 "Frau" "Zahnarzt" 48 29
1488 0 "Mann" "Zahnarzt" 43 23
1489 0 "Frau" "Zahnarzt" 46 28
1490 1 "Frau" "Zahnarzt" 31 11
1491 0 "Mann" "Zahnarzt" 39 21
1492 0 "Mann" "Zahnarzt" 47 28
1493 0 "Mann" "Zahnarzt" 43 24
1494 0 "Mann" "Zahnarzt" 56 37
1495 0 "Frau" "Zahnarzt" 41 23
1496 1 "Mann" "Zahnarzt" 27 7
1497 0 "Mann" "Zahnarzt" 59 41
1498 0 "Frau" "Zahnarzt" 43 25
1499 0 "Frau" "Zahnarzt" 37 18
1500 0 "Frau" "Zahnarzt" 35 17
1501 0 "Frau" "Zahnarzt" 38 20
1502 0 "Mann" "Zahnarzt" 42 23
1503 0 "Frau" "Zahnarzt" 53 34
1504 0 "Frau" "Zahnarzt" 54 34
1505 1 "Frau" "Zahnarzt" 32 12
1506 0 "Frau" "Zahnarzt" 43 23
1507 0 "Frau" "Zahnarzt" 39 20
1508 0 "Frau" "Zahnarzt" 39 20
1509 0 "Frau" "Zahnarzt" 41 21
1510 0 "Frau" "Zahnarzt" 51 33
1511 0 "Mann" "Zahnarzt" 51 33
1512 0 "Frau" "Zahnarzt" 54 35
1513 0 "Frau" "Zahnarzt" 57 38
1514 0 "Frau" "Zahnarzt" 42 23
1515 0 "Mann" "Zahnarzt" 28 9
1516 0 "Mann" "Zahnarzt" 50 31
1517 0 "Frau" "Zahnarzt" 31 13
1518 0 "Frau" "Zahnarzt" 42 23
1519 0 "Frau" "Zahnarzt" 51 31
1520 0 "Mann" "Zahnarzt" 61 41
1521 0 "Frau" "Zahnarzt" 49 30
1522 0 "Frau" "Zahnarzt" 64 45
1523 0 "Mann" "Zahnarzt" 53 34
1524 0 "Mann" "Zahnarzt" 49 29
1525 0 "Frau" "Zahnarzt" 60 42
1526 1 "Frau" "Zahnarzt" 26 6
1527 0 "Mann" "Zahnarzt" 49 30
1528 0 "Frau" "Zahnarzt" 57 39
1529 0 "Mann" "Zahnarzt" 44 25
1530 0 "Frau" "Zahnarzt" 52 33
1531 0 "Frau" "Zahnarzt" 44 26
1532 0 "Mann" "Zahnarzt" 57 38
1533 0 "Mann" "Zahnarzt" 49 30
1534 0 "Frau" "Zahnarzt" 28 9
1535 0 "Mann" "Zahnarzt" 35 16
1536 0 "Mann" "Zahnarzt" 48 29
1537 0 "Mann" "Zahnarzt" 55 36
1538 0 "Mann" "Zahnarzt" 32 13
1539 0 "Mann" "Zahnarzt" 55 36
1540 0 "Frau" "Zahnarzt" 42 23
1541 0 "Mann" "Zahnarzt" 62 43
1542 0 "Frau" "Zahnarzt" 43 24
1543 0 "Mann" "Zahnarzt" 52 32
1544 0 "Frau" "Zahnarzt" 61 42
1545 0 "Mann" "Zahnarzt" 51 32
1546 0 "Frau" "Zahnarzt" 51 32
1547 0 "Frau" "Zahnarzt" 54 35
1548 0 "Frau" "Zahnarzt" 51 32
1549 1 "Frau" "Zahnarzt" 32 13
1550 0 "Mann" "Zahnarzt" 59 41
1551 0 "Frau" "Zahnarzt" 59 39
1552 0 "Frau" "Zahnarzt" 37 18
1553 0 "Mann" "Zahnarzt" 53 34
1554 0 "Frau" "Zahnarzt" 31 11
1555 0 "Frau" "Zahnarzt" 60 41
1556 0 "Frau" "Zahnarzt" 62 44
1557 0 "Frau" "Zahnarzt" 38 20
1558 0 "Mann" "Zahnarzt" 54 36
1559 0 "Frau" "Zahnarzt" 43 25
1560 0 "Frau" "Zahnarzt" 40 21
1561 0 "Frau" "Zahnarzt" 55 36
1562 1 "Mann" "Zahnarzt" 28 10
1563 0 "Mann" "Zahnarzt" 39 21
1564 0 "Mann" "Zahnarzt" 44 26
1565 0 "Mann" "Zahnarzt" 49 29
1566 0 "Mann" "Zahnarzt" 46 27
1567 0 "Frau" "Zahnarzt" 42 23
1568 0 "Frau" "Zahnarzt" 53 35
1569 1 "Frau" "Zahnarzt" 33 14
1570 1 "Frau" "Zahnarzt" 33 13
1571 0 "Frau" "Zahnarzt" 40 20
1572 0 "Mann" "Zahnarzt" 37 17
1573 0 "Frau" "Zahnarzt" 59 39
1574 0 "Frau" "Zahnarzt" 42 24
1575 0 "Mann" "Zahnarzt" 43 24
1576 0 "Frau" "Zahnarzt" 43 23
1577 0 "Mann" "Zahnarzt" 52 33
1578 0 "Frau" "Zahnarzt" 49 29
1579 1 "Frau" "Zahnarzt" 28 9
1580 0 "Frau" "Zahnarzt" 61 41
1581 0 "Mann" "Zahnarzt" 43 24
1582 0 "Mann" "Zahnarzt" 55 37
1583 0 "Mann" "Zahnarzt" 53 34
1584 0 "Mann" "Zahnarzt" 32 13
1585 0 "Frau" "Zahnarzt" 37 17
1586 0 "Mann" "Zahnarzt" 43 25
1587 0 "Frau" "Zahnarzt" 50 31
1588 1 "Mann" "Zahnarzt" 37 17
1589 0 "Mann" "Zahnarzt" 48 30
1590 0 "Frau" "Zahnarzt" 43 24
1591 0 "Frau" "Zahnarzt" 40 20
1592 0 "Frau" "Zahnarzt" 34 15
1593 0 "Mann" "Zahnarzt" 58 40
1594 0 "Mann" "Zahnarzt" 39 20
1595 0 "Frau" "Zahnarzt" 54 36
1596 0 "Mann" "Zahnarzt" 50 31
1597 0 "Mann" "Zahnarzt" 43 23
1598 0 "Frau" "Zahnarzt" 50 30
1599 0 "Frau" "Zahnarzt" 46 28
1600 0 "Frau" "Zahnarzt" 45 25
1601 0 "Frau" "Zahnarzt" 40 22
1602 0 "Frau" "Zahnarzt" 46 26
1603 0 "Mann" "Zahnarzt" 52 33
1604 0 "Frau" "Zahnarzt" 52 32
1605 0 "Mann" "Zahnarzt" 56 38
1606 0 "Frau" "Zahnarzt" 48 28
1607 0 "Mann" "Zahnarzt" 32 13
1608 1 "Mann" "Zahnarzt" 33 14
1609 0 "Frau" "Zahnarzt" 49 31
1610 0 "Mann" "Zahnarzt" 37 18
1611 0 "Frau" "Zahnarzt" 35 15
1612 0 "Frau" "Zahnarzt" 38 19
1613 0 "Mann" "Zahnarzt" 60 40
1614 0 "Frau" "Zahnarzt" 38 19
1615 0 "Mann" "Zahnarzt" 37 17
1616 0 "Mann" "Zahnarzt" 53 33
1617 0 "Frau" "Zahnarzt" 44 25
1618 0 "Frau" "Zahnarzt" 60 40
1619 0 "Mann" "Zahnarzt" 54 35
1620 1 "Frau" "Zahnarzt" 42 22
1621 0 "Frau" "Zahnarzt" 57 38
1622 0 "Frau" "Zahnarzt" 42 22
1623 0 "Frau" "Zahnarzt" 58 39
1624 0 "Mann" "Zahnarzt" 62 43
1625 0 "Frau" "Zahnarzt" 42 22
1626 0 "Mann" "Zahnarzt" 48 30
1627 0 "Frau" "Zahnarzt" 55 35
1628 0 "Frau" "Zahnarzt" 55 35
1629 0 "Mann" "Zahnarzt" 58 39
1630 0 "Frau" "Zahnarzt" 47 28
1631 0 "Frau" "Zahnarzt" 49 30
1632 0 "Mann" "Zahnarzt" 64 44
1633 0 "Frau" "Zahnarzt" 54 34
1634 0 "Mann" "Zahnarzt" 58 39
1635 0 "Frau" "Zahnarzt" 43 24
1636 0 "Frau" "Zahnarzt" 56 36
1637 0 "Mann" "Zahnarzt" 46 26
1638 0 "Mann" "Zahnarzt" 30 11
1639 0 "Frau" "Zahnarzt" 51 31
1640 0 "Frau" "Zahnarzt" 44 25
1641 0 "Mann" "Zahnarzt" 43 25
1642 0 "Frau" "Zahnarzt" 63 44
1643 1 "Frau" "Zahnarzt" 31 12
1644 0 "Mann" "Zahnarzt" 44 25
1645 0 "Frau" "Zahnarzt" 62 44
1646 0 "Frau" "Zahnarzt" 40 22
1647 0 "Frau" "Zahnarzt" 33 14
1648 0 "Mann" "Zahnarzt" 55 35
1649 0 "Frau" "Zahnarzt" 52 33
1650 0 "Frau" "Zahnarzt" 52 32
1651 0 "Frau" "Zahnarzt" 34 15
1652 0 "Frau" "Zahnarzt" 45 26
1653 1 "Frau" "Zahnarzt" 37 19
1654 0 "Mann" "Zahnarzt" 56 37
1655 0 "Mann" "Zahnarzt" 39 20
1656 0 "Mann" "Zahnarzt" 39 19
1657 0 "Mann" "Zahnarzt" 40 20
1658 0 "Frau" "Zahnarzt" 50 31
1659 0 "Frau" "Zahnarzt" 50 31
1660 0 "Frau" "Zahnarzt" 40 21
1661 0 "Frau" "Zahnarzt" 46 26
1662 0 "Frau" "Zahnarzt" 47 28
1663 0 "Frau" "Zahnarzt" 49 30
1664 0 "Frau" "Zahnarzt" 44 25
1665 0 "Mann" "Zahnarzt" 45 26
1666 0 "Mann" "Zahnarzt" 33 13
1667 0 "Frau" "Zahnarzt" 53 35
1668 0 "Frau" "Zahnarzt" 54 35
1669 0 "Mann" "Zahnarzt" 49 29
1670 0 "Mann" "Zahnarzt" 49 30
1671 0 "Mann" "Zahnarzt" 46 28
1672 0 "Frau" "Zahnarzt" 43 25
1673 1 "Frau" "Zahnarzt" 40 21
1674 0 "Frau" "Zahnarzt" 45 27
1675 0 "Mann" "Zahnarzt" 44 25
1676 0 "Mann" "Zahnarzt" 36 17
1677 0 "Frau" "Zahnarzt" 41 22
1678 1 "Frau" "Zahnarzt" 28 9
1679 0 "Frau" "Zahnarzt" 54 35
1680 0 "Frau" "Zahnarzt" 34 15
1681 0 "Frau" "Zahnarzt" 53 34
1682 0 "Mann" "Zahnarzt" 54 35
1683 0 "Frau" "Zahnarzt" 61 42
1684 0 "Mann" "Zahnarzt" 41 22
1685 0 "Frau" "Zahnarzt" 41 21
1686 0 "Frau" "Zahnarzt" 56 37
1687 0 "Mann" "Zahnarzt" 62 43
1688 0 "Mann" "Zahnarzt" 48 28
1689 0 "Frau" "Zahnarzt" 60 42
1690 0 "Mann" "Zahnarzt" 30 10
1691 0 "Frau" "Zahnarzt" 41 22
1692 0 "Frau" "Zahnarzt" 58 39
1693 0 "Frau" "Zahnarzt" 60 42
1694 0 "Frau" "Zahnarzt" 45 25
1695 0 "Frau" "Zahnarzt" 41 22
1696 0 "Frau" "Zahnarzt" 58 39
1697 0 "Mann" "Zahnarzt" 41 22
1698 0 "Mann" "Zahnarzt" 51 31
1699 0 "Frau" "Zahnarzt" 50 31
1700 0 "Mann" "Zahnarzt" 48 30
1701 0 "Frau" "Zahnarzt" 39 20
1702 0 "Frau" "Zahnarzt" 47 28
1703 0 "Frau" "Zahnarzt" 52 33
1704 0 "Frau" "Zahnarzt" 50 30
1705 0 "Frau" "Zahnarzt" 51 31
1706 1 "Frau" "Zahnarzt" 35 16
1707 1 "Frau" "Zahnarzt" 25 6
1708 0 "Frau" "Zahnarzt" 49 29
1709 0 "Frau" "Zahnarzt" 43 24
1710 0 "Frau" "Zahnarzt" 53 34
1711 1 "Mann" "Zahnarzt" 25 6
1712 0 "Frau" "Zahnarzt" 55 35
1713 0 "Mann" "Zahnarzt" 57 38
1714 0 "Mann" "Zahnarzt" 40 20
1715 0 "Frau" "Zahnarzt" 38 18
1716 0 "Frau" "Zahnarzt" 57 37
1717 0 "Frau" "Zahnarzt" 57 38
1718 0 "Mann" "Zahnarzt" 44 25
1719 0 "Mann" "Zahnarzt" 55 37
1720 0 "Frau" "Zahnarzt" 48 30
1721 0 "Frau" "Zahnarzt" 58 38
1722 0 "Frau" "Zahnarzt" 44 24
1723 0 "Frau" "Zahnarzt" 59 39
1724 0 "Frau" "Zahnarzt" 53 33
1725 0 "Mann" "Zahnarzt" 33 13
1726 0 "Mann" "Zahnarzt" 37 17
1727 0 "Frau" "Zahnarzt" 40 22
1728 0 "Frau" "Zahnarzt" 47 27
1729 0 "Frau" "Zahnarzt" 45 26
1730 0 "Frau" "Zahnarzt" 34 14
1731 0 "Mann" "Zahnarzt" 48 29
1732 0 "Mann" "Zahnarzt" 47 28
1733 1 "Frau" "Zahnarzt" 34 15
1734 0 "Mann" "Zahnarzt" 48 29
1735 0 "Mann" "Zahnarzt" 40 20
1736 0 "Mann" "Zahnarzt" 43 24
1737 1 "Frau" "Zahnarzt" 31 12
1738 0 "Mann" "Zahnarzt" 58 39
1739 1 "Frau" "Zahnarzt" 37 18
1740 0 "Mann" "Zahnarzt" 38 20
1741 0 "Frau" "Zahnarzt" 48 29
1742 0 "Frau" "Zahnarzt" 51 33
1743 0 "Mann" "Zahnarzt" 31 12
1744 0 "Frau" "Zahnarzt" 50 30
1745 0 "Frau" "Zahnarzt" 40 21
1746 0 "Frau" "Zahnarzt" 34 14
1747 0 "Mann" "Zahnarzt" 46 28
1748 0 "Mann" "Zahnarzt" 44 24
1749 0 "Frau" "Zahnarzt" 41 23
1750 0 "Frau" "Zahnarzt" 58 39
1751 0 "Mann" "Zahnarzt" 56 38
1752 0 "Frau" "Zahnarzt" 43 24
1753 0 "Frau" "Zahnarzt" 47 27
1754 0 "Frau" "Zahnarzt" 56 36
1755 0 "Mann" "Zahnarzt" 52 33
1756 0 "Mann" "Zahnarzt" 45 26
1757 1 "Frau" "Zahnarzt" 34 16
1758 0 "Mann" "Zahnarzt" 49 30
1759 0 "Frau" "Zahnarzt" 47 28
1760 0 "Frau" "Zahnarzt" 46 28
1761 0 "Frau" "Zahnarzt" 55 36
1762 0 "Mann" "Zahnarzt" 53 34
1763 0 "Mann" "Zahnarzt" 42 23
1764 0 "Frau" "Zahnarzt" 48 29
1765 0 "Frau" "Zahnarzt" 49 30
1766 0 "Frau" "Zahnarzt" 53 33
1767 0 "Frau" "Zahnarzt" 48 30
1768 0 "Mann" "Zahnarzt" 51 32
1769 0 "Frau" "Zahnarzt" 40 20
1770 0 "Frau" "Zahnarzt" 50 32
1771 0 "Frau" "Zahnarzt" 52 32
1772 0 "Frau" "Zahnarzt" 56 38
1773 0 "Mann" "Zahnarzt" 30 11
1774 0 "Mann" "Zahnarzt" 34 15
1775 0 "Mann" "Zahnarzt" 46 28
1776 0 "Frau" "Zahnarzt" 40 21
1777 0 "Frau" "Zahnarzt" 53 35
1778 0 "Mann" "Zahnarzt" 40 21
1779 0 "Frau" "Zahnarzt" 55 36
1780 0 "Frau" "Zahnarzt" 65 47
1781 0 "Frau" "Zahnarzt" 44 24
1782 0 "Mann" "Zahnarzt" 46 27
1783 0 "Mann" "Zahnarzt" 43 24
1784 0 "Mann" "Zahnarzt" 50 31
1785 1 "Frau" "Zahnarzt" 28 8
1786 0 "Mann" "Zahnarzt" 53 34
1787 0 "Frau" "Zahnarzt" 36 18
1788 0 "Frau" "Zahnarzt" 45 26
1789 0 "Mann" "Zahnarzt" 38 20
1790 0 "Frau" "Zahnarzt" 48 30
1791 0 "Mann" "Zahnarzt" 53 34
1792 0 "Frau" "Zahnarzt" 42 22
1793 0 "Frau" "Zahnarzt" 38 20
1794 0 "Frau" "Zahnarzt" 46 27
1795 0 "Mann" "Zahnarzt" 33 13
1796 0 "Frau" "Zahnarzt" 42 22
1797 0 "Mann" "Zahnarzt" 42 23
1798 0 "Frau" "Zahnarzt" 40 20
1799 0 "Mann" "Zahnarzt" 41 23
1800 0 "Frau" "Zahnarzt" 63 43
1801 0 "Frau" "Zahnarzt" 42 23
1802 0 "Frau" "Zahnarzt" 36 18
1803 0 "Frau" "Zahnarzt" 43 25
1804 0 "Mann" "Zahnarzt" 34 15
1805 0 "Mann" "Zahnarzt" 39 20
1806 1 "Frau" "Zahnarzt" 26 7
1807 0 "Mann" "Zahnarzt" 51 32
1808 0 "Frau" "Zahnarzt" 48 29
1809 0 "Frau" "Zahnarzt" 59 41
1810 0 "Frau" "Zahnarzt" 43 25
1811 0 "Mann" "Zahnarzt" 35 15
1812 0 "Mann" "Zahnarzt" 34 16
1813 0 "Mann" "Zahnarzt" 42 24
1814 0 "Mann" "Zahnarzt" 41 22
1815 0 "Frau" "Zahnarzt" 47 27
1816 0 "Mann" "Zahnarzt" 38 20
1817 0 "Mann" "Zahnarzt" 43 24
1818 0 "Frau" "Zahnarzt" 42 23
1819 0 "Frau" "Zahnarzt" 48 28
1820 0 "Frau" "Zahnarzt" 48 28
1821 0 "Mann" "Zahnarzt" 55 36
1822 1 "Frau" "Zahnarzt" 33 14
1823 0 "Frau" "Zahnarzt" 50 31
1824 0 "Mann" "Zahnarzt" 43 23
1825 0 "Frau" "Zahnarzt" 48 30
1826 0 "Mann" "Zahnarzt" 49 29
1827 0 "Mann" "Zahnarzt" 59 40
1828 0 "Mann" "Zahnarzt" 55 35
1829 0 "Frau" "Zahnarzt" 39 19
1830 0 "Frau" "Zahnarzt" 52 33
1831 1 "Frau" "Zahnarzt" 30 10
1832 0 "Mann" "Zahnarzt" 60 42
1833 0 "Mann" "Zahnarzt" 41 22
1834 0 "Frau" "Zahnarzt" 56 38
1835 0 "Frau" "Zahnarzt" 56 36
1836 0 "Mann" "Zahnarzt" 26 7
1837 0 "Mann" "Zahnarzt" 63 43
1838 0 "Mann" "Zahnarzt" 50 31
1839 0 "Frau" "Zahnarzt" 41 23
1840 0 "Mann" "Zahnarzt" 41 23
1841 0 "Frau" "Zahnarzt" 51 31
1842 0 "Mann" "Zahnarzt" 45 27
1843 0 "Frau" "Zahnarzt" 62 42
1844 0 "Frau" "Zahnarzt" 50 31
1845 0 "Frau" "Zahnarzt" 48 30
1846 0 "Frau" "Zahnarzt" 34 16
1847 0 "Mann" "Zahnarzt" 45 26
1848 0 "Frau" "Zahnarzt" 28 9
1849 0 "Mann" "Zahnarzt" 39 20
1850 0 "Frau" "Zahnarzt" 47 29
1851 1 "Frau" "Zahnarzt" 32 13
1852 0 "Frau" "Zahnarzt" 56 37
1853 0 "Frau" "Zahnarzt" 61 41
1854 0 "Mann" "Zahnarzt" 42 23
1855 0 "Mann" "Zahnarzt" 46 27
1856 0 "Frau" "Zahnarzt" 40 20
1857 0 "Frau" "Zahnarzt" 45 25
1858 0 "Mann" "Zahnarzt" 42 23
1859 0 "Frau" "Zahnarzt" 58 38
1860 0 "Frau" "Zahnarzt" 40 20
1861 0 "Frau" "Zahnarzt" 50 30
1862 0 "Frau" "Zahnarzt" 46 27
1863 0 "Frau" "Zahnarzt" 52 34
1864 0 "Mann" "Zahnarzt" 62 44
1865 0 "Frau" "Zahnarzt" 59 40
1866 1 "Frau" "Zahnarzt" 29 11
1867 0 "Frau" "Zahnarzt" 40 21
1868 0 "Frau" "Zahnarzt" 54 34
1869 0 "Mann" "Zahnarzt" 37 18
1870 0 "Frau" "Zahnarzt" 52 32
1871 0 "Mann" "Zahnarzt" 57 38
1872 1 "Frau" "Zahnarzt" 31 13
1873 0 "Frau" "Zahnarzt" 54 36
1874 0 "Frau" "Zahnarzt" 35 15
1875 0 "Frau" "Zahnarzt" 49 30
1876 0 "Frau" "Zahnarzt" 46 27
1877 0 "Frau" "Zahnarzt" 39 21
1878 1 "Frau" "Zahnarzt" 33 13
1879 0 "Frau" "Zahnarzt" 51 32
1880 0 "Mann" "Zahnarzt" 52 32
1881 0 "Frau" "Zahnarzt" 46 26
1882 0 "Frau" "Zahnarzt" 37 19
1883 0 "Mann" "Zahnarzt" 38 19
1884 0 "Frau" "Zahnarzt" 56 36
1885 0 "Mann" "Zahnarzt" 40 21
1886 0 "Frau" "Zahnarzt" 54 35
1887 0 "Frau" "Zahnarzt" 37 18
1888 0 "Frau" "Zahnarzt" 40 20
1889 0 "Frau" "Zahnarzt" 54 34
1890 0 "Frau" "Zahnarzt" 54 35
1891 0 "Frau" "Zahnarzt" 39 20
1892 0 "Frau" "Zahnarzt" 34 14
1893 0 "Mann" "Zahnarzt" 51 33
1894 0 "Frau" "Zahnarzt" 55 36
1895 0 "Frau" "Zahnarzt" 50 30
1896 0 "Mann" "Zahnarzt" 41 21
1897 0 "Mann" "Zahnarzt" 36 17
1898 0 "Mann" "Zahnarzt" 53 34
1899 0 "Frau" "Zahnarzt" 32 13
1900 0 "Mann" "Zahnarzt" 38 18
1901 0 "Frau" "Zahnarzt" 42 23
1902 0 "Frau" "Zahnarzt" 45 25
1903 0 "Frau" "Zahnarzt" 44 24
1904 0 "Mann" "Zahnarzt" 40 21
1905 0 "Frau" "Zahnarzt" 45 26
1906 0 "Frau" "Zahnarzt" 56 36
1907 0 "Mann" "Zahnarzt" 43 24
1908 0 "Frau" "Zahnarzt" 64 45
