"Lnr" "Unfall" "Geschlecht" "Beruf" "Alter" "Fahrpraxis" "Zeit"
1226 0 "Frau" "Zahnarzt" 43 24 95
1227 0 "Mann" "Zahnarzt" 59 40 7
1228 0 "Frau" "Zahnarzt" 51 32 3
1229 0 "Frau" "Zahnarzt" 39 21 51
1230 0 "Mann" "Zahnarzt" 50 31 44
1231 0 "Mann" "Zahnarzt" 51 32 6
1232 0 "Mann" "Zahnarzt" 48 28 3
1233 0 "Mann" "Zahnarzt" 56 38 33
1234 0 "Mann" "Zahnarzt" 55 36 15
1235 0 "Mann" "Zahnarzt" 49 29 111
1236 0 "Frau" "Zahnarzt" 49 30 19
1237 0 "Frau" "Zahnarzt" 31 12 4
1238 0 "Mann" "Zahnarzt" 53 34 2
1239 0 "Frau" "Zahnarzt" 46 27 10
1240 0 "Mann" "Zahnarzt" 39 19 21
1241 0 "Frau" "Zahnarzt" 44 26 23
1242 0 "Frau" "Zahnarzt" 56 38 15
1243 0 "Mann" "Zahnarzt" 46 26 121
1244 0 "Frau" "Zahnarzt" 55 35 6
1245 0 "Frau" "Zahnarzt" 44 24 0
1246 0 "Mann" "Zahnarzt" 57 38 206
1247 0 "Mann" "Zahnarzt" 41 22 6
1248 0 "Mann" "Zahnarzt" 34 15 32
1249 0 "Mann" "Zahnarzt" 46 27 1
1250 0 "Mann" "Zahnarzt" 48 28 5
1251 1 "Frau" "Zahnarzt" 32 13 5
1252 0 "Frau" "Zahnarzt" 41 21 4
1253 0 "Frau" "Zahnarzt" 32 13 16
1254 0 "Mann" "Zahnarzt" 40 22 56
1255 0 "Mann" "Zahnarzt" 49 29 6
1256 0 "Frau" "Zahnarzt" 49 31 5
1257 0 "Frau" "Zahnarzt" 57 38 6
1258 0 "Mann" "Zahnarzt" 40 21 77
1259 0 "Mann" "Zahnarzt" 45 26 16
1260 0 "Mann" "Zahnarzt" 49 30 5
1261 0 "Frau" "Zahnarzt" 36 17 0
1262 0 "Mann" "Zahnarzt" 51 32 60
1263 0 "Mann" "Zahnarzt" 57 38 1
1264 0 "Frau" "Zahnarzt" 41 22 12
1265 1 "Frau" "Zahnarzt" 35 16 37
1266 1 "Frau" "Zahnarzt" 35 16 21
1267 0 "Frau" "Zahnarzt" 39 20 18
1268 0 "Frau" "Zahnarzt" 38 19 33
1269 0 "Mann" "Zahnarzt" 53 34 13
1270 0 "Frau" "Zahnarzt" 47 29 10
1271 0 "Frau" "Zahnarzt" 48 29 66
1272 0 "Mann" "Zahnarzt" 40 21 16
1273 0 "Frau" "Zahnarzt" 57 37 13
1274 0 "Mann" "Zahnarzt" 62 44 28
1275 0 "Frau" "Zahnarzt" 56 37 28
1276 0 "Frau" "Zahnarzt" 57 38 40
1277 0 "Mann" "Zahnarzt" 62 44 39
1278 0 "Frau" "Zahnarzt" 41 23 4
1279 0 "Frau" "Zahnarzt" 44 25 3
1280 0 "Frau" "Zahnarzt" 61 42 0
1281 0 "Mann" "Zahnarzt" 34 16 13
1282 0 "Mann" "Zahnarzt" 55 36 8
1283 1 "Frau" "Zahnarzt" 25 7 35
1284 0 "Mann" "Zahnarzt" 36 18 33
1285 0 "Frau" "Zahnarzt" 58 39 87
1286 0 "Frau" "Zahnarzt" 28 10 42
1287 0 "Frau" "Zahnarzt" 42 24 15
1288 0 "Frau" "Zahnarzt" 39 20 6
1289 0 "Mann" "Zahnarzt" 31 12 30
1290 0 "Mann" "Zahnarzt" 51 31 14
1291 0 "Frau" "Zahnarzt" 42 23 30
1292 0 "Frau" "Zahnarzt" 47 28 9
1293 1 "Frau" "Zahnarzt" 39 19 4
1294 0 "Frau" "Zahnarzt" 36 18 8
1295 0 "Frau" "Zahnarzt" 58 39 20
1296 0 "Mann" "Zahnarzt" 42 23 38
1297 0 "Mann" "Zahnarzt" 37 18 69
1298 1 "Mann" "Zahnarzt" 35 16 12
1299 0 "Frau" "Zahnarzt" 50 32 1
1300 0 "Mann" "Zahnarzt" 56 38 4
1301 0 "Mann" "Zahnarzt" 55 37 4
1302 0 "Mann" "Zahnarzt" 29 11 65
1303 0 "Frau" "Zahnarzt" 44 26 7
1304 0 "Frau" "Zahnarzt" 52 33 12
1305 0 "Frau" "Zahnarzt" 54 35 14
1306 0 "Frau" "Zahnarzt" 48 28 89
1307 0 "Frau" "Zahnarzt" 51 33 18
1308 0 "Mann" "Zahnarzt" 51 32 11
1309 1 "Mann" "Zahnarzt" 34 14 29
1310 0 "Frau" "Zahnarzt" 44 25 0
1311 0 "Frau" "Zahnarzt" 51 32 44
1312 0 "Mann" "Zahnarzt" 49 29 20
1313 0 "Frau" "Zahnarzt" 43 24 15
1314 0 "Mann" "Zahnarzt" 43 24 26
1315 0 "Mann" "Zahnarzt" 47 27 4
1316 0 "Mann" "Zahnarzt" 40 21 2
1317 0 "Mann" "Zahnarzt" 46 27 31
1318 0 "Frau" "Zahnarzt" 46 26 15
1319 0 "Mann" "Zahnarzt" 35 16 20
1320 1 "Frau" "Zahnarzt" 29 11 46
1321 0 "Mann" "Zahnarzt" 48 30 15
1322 0 "Mann" "Zahnarzt" 47 27 44
1323 0 "Mann" "Zahnarzt" 53 33 17
1324 0 "Mann" "Zahnarzt" 41 22 3
1325 0 "Frau" "Zahnarzt" 48 28 95
1326 0 "Mann" "Zahnarzt" 53 35 11
1327 0 "Frau" "Zahnarzt" 27 9 33
1328 0 "Frau" "Zahnarzt" 42 24 99
1329 0 "Frau" "Zahnarzt" 41 22 76
1330 0 "Mann" "Zahnarzt" 62 44 133
1331 0 "Frau" "Zahnarzt" 37 18 57
1332 0 "Frau" "Zahnarzt" 43 25 9
1333 1 "Frau" "Zahnarzt" 31 11 49
1334 1 "Frau" "Zahnarzt" 26 8 51
1335 0 "Frau" "Zahnarzt" 50 32 5
1336 0 "Frau" "Zahnarzt" 39 20 8
1337 0 "Mann" "Zahnarzt" 38 20 12
1338 0 "Mann" "Zahnarzt" 40 20 36
1339 0 "Mann" "Zahnarzt" 44 25 0
1340 1 "Frau" "Zahnarzt" 29 9 83
1341 0 "Frau" "Zahnarzt" 50 32 3
1342 0 "Frau" "Zahnarzt" 62 43 28
1343 0 "Mann" "Zahnarzt" 49 30 13
1344 0 "Frau" "Zahnarzt" 33 15 18
1345 1 "Frau" "Zahnarzt" 29 10 12
1346 0 "Mann" "Zahnarzt" 40 22 97
1347 1 "Mann" "Zahnarzt" 28 9 61
1348 0 "Frau" "Zahnarzt" 46 27 90
1349 0 "Frau" "Zahnarzt" 52 34 6
1350 0 "Mann" "Zahnarzt" 60 42 42
1351 0 "Frau" "Zahnarzt" 49 30 1
1352 0 "Mann" "Zahnarzt" 31 12 3
1353 0 "Frau" "Zahnarzt" 40 22 6
1354 0 "Mann" "Zahnarzt" 55 37 3
1355 0 "Mann" "Zahnarzt" 40 22 9
1356 0 "Frau" "Zahnarzt" 40 20 20
1357 0 "Mann" "Zahnarzt" 39 20 21
1358 0 "Mann" "Zahnarzt" 49 31 16
1359 0 "Mann" "Zahnarzt" 48 28 8
1360 0 "Frau" "Zahnarzt" 55 36 28
1361 0 "Frau" "Zahnarzt" 64 45 18
1362 0 "Frau" "Zahnarzt" 49 30 60
1363 0 "Frau" "Zahnarzt" 50 31 1
1364 0 "Frau" "Zahnarzt" 50 32 26
1365 0 "Frau" "Zahnarzt" 57 37 6
1366 0 "Frau" "Zahnarzt" 37 18 36
1367 0 "Mann" "Zahnarzt" 48 28 93
1368 0 "Frau" "Zahnarzt" 55 36 45
1369 0 "Frau" "Zahnarzt" 46 27 29
1370 1 "Frau" "Zahnarzt" 27 8 6
1371 0 "Frau" "Zahnarzt" 50 31 10
1372 1 "Frau" "Zahnarzt" 34 15 1
1373 1 "Mann" "Zahnarzt" 27 8 2
1374 0 "Frau" "Zahnarzt" 40 21 0
1375 0 "Mann" "Zahnarzt" 48 29 23
1376 0 "Frau" "Zahnarzt" 61 41 5
1377 0 "Mann" "Zahnarzt" 31 12 7
1378 0 "Frau" "Zahnarzt" 35 17 39
1379 0 "Mann" "Zahnarzt" 44 25 2
1380 0 "Mann" "Zahnarzt" 35 16 28
1381 0 "Frau" "Zahnarzt" 36 18 54
1382 0 "Frau" "Zahnarzt" 49 30 49
1383 0 "Mann" "Zahnarzt" 41 23 3
1384 0 "Frau" "Zahnarzt" 36 18 5
1385 0 "Mann" "Zahnarzt" 44 24 10
1386 0 "Frau" "Zahnarzt" 42 23 39
1387 0 "Frau" "Zahnarzt" 44 26 10
1388 0 "Mann" "Zahnarzt" 62 43 19
1389 0 "Frau" "Zahnarzt" 43 23 29
1390 0 "Mann" "Zahnarzt" 36 17 77
1391 0 "Mann" "Zahnarzt" 37 17 110
1392 0 "Mann" "Zahnarzt" 58 38 31
1393 0 "Frau" "Zahnarzt" 64 45 24
1394 0 "Frau" "Zahnarzt" 37 17 30
1395 0 "Frau" "Zahnarzt" 43 25 10
1396 0 "Mann" "Zahnarzt" 49 30 25
1397 0 "Frau" "Zahnarzt" 53 34 16
1398 0 "Frau" "Zahnarzt" 40 21 34
1399 0 "Frau" "Zahnarzt" 35 16 32
1400 0 "Mann" "Zahnarzt" 52 34 15
1401 1 "Frau" "Zahnarzt" 31 13 56
1402 0 "Mann" "Zahnarzt" 62 42 14
1403 0 "Frau" "Zahnarzt" 60 42 4
1404 0 "Frau" "Zahnarzt" 58 39 78
1405 0 "Frau" "Zahnarzt" 35 15 10
1406 0 "Frau" "Zahnarzt" 62 44 4
1407 0 "Frau" "Zahnarzt" 52 32 20
1408 0 "Mann" "Zahnarzt" 49 31 56
1409 0 "Mann" "Zahnarzt" 26 7 7
1410 0 "Mann" "Zahnarzt" 47 29 65
1411 0 "Mann" "Zahnarzt" 49 31 60
1412 0 "Frau" "Zahnarzt" 46 27 2
1413 0 "Frau" "Zahnarzt" 41 23 1
1414 1 "Frau" "Zahnarzt" 33 14 2
1415 0 "Mann" "Zahnarzt" 53 35 74
1416 0 "Frau" "Zahnarzt" 51 33 5
1417 0 "Frau" "Zahnarzt" 37 17 57
1418 0 "Frau" "Zahnarzt" 57 39 30
1419 0 "Frau" "Zahnarzt" 50 32 8
1420 0 "Mann" "Zahnarzt" 52 33 40
1421 0 "Frau" "Zahnarzt" 42 22 15
1422 0 "Frau" "Zahnarzt" 40 22 18
1423 0 "Mann" "Zahnarzt" 55 37 12
1424 0 "Mann" "Zahnarzt" 46 27 5
1425 0 "Mann" "Zahnarzt" 55 35 56
1426 0 "Frau" "Zahnarzt" 56 36 45
1427 0 "Frau" "Zahnarzt" 49 30 25
1428 0 "Frau" "Zahnarzt" 34 15 36
1429 0 "Mann" "Zahnarzt" 42 24 18
1430 0 "Frau" "Zahnarzt" 47 27 38
1431 0 "Frau" "Zahnarzt" 34 16 56
1432 0 "Mann" "Zahnarzt" 50 32 36
1433 0 "Mann" "Zahnarzt" 51 31 22
1434 0 "Frau" "Zahnarzt" 38 19 3
1435 0 "Frau" "Zahnarzt" 52 33 24
1436 0 "Frau" "Zahnarzt" 40 21 47
1437 0 "Frau" "Zahnarzt" 44 24 30
1438 0 "Frau" "Zahnarzt" 59 41 25
1439 0 "Frau" "Zahnarzt" 57 38 5
1440 0 "Frau" "Zahnarzt" 51 32 177
1441 1 "Mann" "Zahnarzt" 25 6 11
1442 0 "Mann" "Zahnarzt" 39 21 8
1443 0 "Frau" "Zahnarzt" 56 36 27
1444 0 "Frau" "Zahnarzt" 41 22 13
1445 0 "Mann" "Zahnarzt" 54 34 3
1446 0 "Frau" "Zahnarzt" 36 17 116
1447 0 "Mann" "Zahnarzt" 42 23 10
1448 0 "Mann" "Zahnarzt" 48 29 53
1449 0 "Frau" "Zahnarzt" 60 42 5
1450 0 "Frau" "Zahnarzt" 30 12 5
1451 0 "Frau" "Zahnarzt" 51 31 9
1452 0 "Mann" "Zahnarzt" 34 14 47
1453 0 "Frau" "Zahnarzt" 40 21 2
1454 0 "Mann" "Zahnarzt" 49 30 6
1455 0 "Frau" "Zahnarzt" 50 31 32
1456 0 "Mann" "Zahnarzt" 32 13 8
1457 0 "Mann" "Zahnarzt" 35 16 15
1458 1 "Mann" "Zahnarzt" 38 19 21
1459 0 "Mann" "Zahnarzt" 53 34 116
1460 0 "Mann" "Zahnarzt" 44 24 24
1461 0 "Mann" "Zahnarzt" 61 43 73
1462 0 "Mann" "Zahnarzt" 40 22 61
1463 0 "Frau" "Zahnarzt" 33 14 4
1464 0 "Mann" "Zahnarzt" 49 30 55
1465 0 "Mann" "Zahnarzt" 54 35 31
1466 0 "Frau" "Zahnarzt" 45 26 30
1467 0 "Mann" "Zahnarzt" 55 37 14
1468 0 "Frau" "Zahnarzt" 47 28 15
1469 0 "Frau" "Zahnarzt" 43 25 1
1470 0 "Frau" "Zahnarzt" 44 26 54
1471 0 "Mann" "Zahnarzt" 38 19 98
1472 0 "Mann" "Zahnarzt" 44 25 9
1473 0 "Mann" "Zahnarzt" 36 18 43
1474 0 "Mann" "Zahnarzt" 43 25 68
1475 0 "Frau" "Zahnarzt" 26 8 24
1476 0 "Mann" "Zahnarzt" 39 20 46
1477 0 "Frau" "Zahnarzt" 33 13 33
1478 0 "Frau" "Zahnarzt" 37 18 9
1479 0 "Frau" "Zahnarzt" 50 30 17
1480 0 "Frau" "Zahnarzt" 42 24 10
1481 0 "Frau" "Zahnarzt" 51 33 18
1482 0 "Mann" "Zahnarzt" 52 32 62
1483 0 "Mann" "Zahnarzt" 51 32 10
1484 0 "Frau" "Zahnarzt" 49 30 19
1485 0 "Mann" "Zahnarzt" 46 26 59
1486 0 "Mann" "Zahnarzt" 57 37 6
1487 0 "Frau" "Zahnarzt" 48 29 18
1488 0 "Mann" "Zahnarzt" 43 23 36
1489 0 "Frau" "Zahnarzt" 46 28 25
1490 1 "Frau" "Zahnarzt" 31 11 4
1491 0 "Mann" "Zahnarzt" 39 21 1
1492 0 "Mann" "Zahnarzt" 47 28 33
1493 0 "Mann" "Zahnarzt" 43 24 2
1494 0 "Mann" "Zahnarzt" 56 37 10
1495 0 "Frau" "Zahnarzt" 41 23 33
1496 1 "Mann" "Zahnarzt" 27 7 72
1497 0 "Mann" "Zahnarzt" 59 41 9
1498 0 "Frau" "Zahnarzt" 43 25 36
1499 0 "Frau" "Zahnarzt" 37 18 0
1500 0 "Frau" "Zahnarzt" 35 17 12
1501 0 "Frau" "Zahnarzt" 38 20 2
1502 0 "Mann" "Zahnarzt" 42 23 49
1503 0 "Frau" "Zahnarzt" 53 34 99
1504 0 "Frau" "Zahnarzt" 54 34 20
1505 1 "Frau" "Zahnarzt" 32 12 5
1506 0 "Frau" "Zahnarzt" 43 23 1
1507 0 "Frau" "Zahnarzt" 39 20 9
1508 0 "Frau" "Zahnarzt" 39 20 23
1509 0 "Frau" "Zahnarzt" 41 21 3
1510 0 "Frau" "Zahnarzt" 51 33 1
1511 0 "Mann" "Zahnarzt" 51 33 10
1512 0 "Frau" "Zahnarzt" 54 35 5
1513 0 "Frau" "Zahnarzt" 57 38 28
1514 0 "Frau" "Zahnarzt" 42 23 44
1515 0 "Mann" "Zahnarzt" 28 9 15
1516 0 "Mann" "Zahnarzt" 50 31 35
1517 0 "Frau" "Zahnarzt" 31 13 1
1518 0 "Frau" "Zahnarzt" 42 23 0
1519 0 "Frau" "Zahnarzt" 51 31 111
1520 0 "Mann" "Zahnarzt" 61 41 15
1521 0 "Frau" "Zahnarzt" 49 30 24
1522 0 "Frau" "Zahnarzt" 64 45 6
1523 0 "Mann" "Zahnarzt" 53 34 47
1524 0 "Mann" "Zahnarzt" 49 29 5
1525 0 "Frau" "Zahnarzt" 60 42 23
1526 1 "Frau" "Zahnarzt" 26 6 83
1527 0 "Mann" "Zahnarzt" 49 30 30
1528 0 "Frau" "Zahnarzt" 57 39 25
1529 0 "Mann" "Zahnarzt" 44 25 10
1530 0 "Frau" "Zahnarzt" 52 33 18
1531 0 "Frau" "Zahnarzt" 44 26 17
1532 0 "Mann" "Zahnarzt" 57 38 1
1533 0 "Mann" "Zahnarzt" 49 30 99
1534 0 "Frau" "Zahnarzt" 28 9 11
1535 0 "Mann" "Zahnarzt" 35 16 20
1536 0 "Mann" "Zahnarzt" 48 29 0
1537 0 "Mann" "Zahnarzt" 55 36 8
1538 0 "Mann" "Zahnarzt" 32 13 2
1539 0 "Mann" "Zahnarzt" 55 36 19
1540 0 "Frau" "Zahnarzt" 42 23 32
1541 0 "Mann" "Zahnarzt" 62 43 58
1542 0 "Frau" "Zahnarzt" 43 24 16
1543 0 "Mann" "Zahnarzt" 52 32 75
1544 0 "Frau" "Zahnarzt" 61 42 10
1545 0 "Mann" "Zahnarzt" 51 32 19
1546 0 "Frau" "Zahnarzt" 51 32 3
1547 0 "Frau" "Zahnarzt" 54 35 2
1548 0 "Frau" "Zahnarzt" 51 32 38
1549 1 "Frau" "Zahnarzt" 32 13 16
1550 0 "Mann" "Zahnarzt" 59 41 29
1551 0 "Frau" "Zahnarzt" 59 39 82
1552 0 "Frau" "Zahnarzt" 37 18 37
1553 0 "Mann" "Zahnarzt" 53 34 13
1554 0 "Frau" "Zahnarzt" 31 11 25
1555 0 "Frau" "Zahnarzt" 60 41 4
1556 0 "Frau" "Zahnarzt" 62 44 19
1557 0 "Frau" "Zahnarzt" 38 20 22
1558 0 "Mann" "Zahnarzt" 54 36 103
1559 0 "Frau" "Zahnarzt" 43 25 31
1560 0 "Frau" "Zahnarzt" 40 21 16
1561 0 "Frau" "Zahnarzt" 55 36 37
1562 1 "Mann" "Zahnarzt" 28 10 33
1563 0 "Mann" "Zahnarzt" 39 21 1
1564 0 "Mann" "Zahnarzt" 44 26 18
1565 0 "Mann" "Zahnarzt" 49 29 26
1566 0 "Mann" "Zahnarzt" 46 27 12
1567 0 "Frau" "Zahnarzt" 42 23 34
1568 0 "Frau" "Zahnarzt" 53 35 5
1569 1 "Frau" "Zahnarzt" 33 14 13
1570 1 "Frau" "Zahnarzt" 33 13 13
1571 0 "Frau" "Zahnarzt" 40 20 19
1572 0 "Mann" "Zahnarzt" 37 17 6
1573 0 "Frau" "Zahnarzt" 59 39 30
1574 0 "Frau" "Zahnarzt" 42 24 3
1575 0 "Mann" "Zahnarzt" 43 24 24
1576 0 "Frau" "Zahnarzt" 43 23 32
1577 0 "Mann" "Zahnarzt" 52 33 13
1578 0 "Frau" "Zahnarzt" 49 29 36
1579 1 "Frau" "Zahnarzt" 28 9 46
1580 0 "Frau" "Zahnarzt" 61 41 12
1581 0 "Mann" "Zahnarzt" 43 24 2
1582 0 "Mann" "Zahnarzt" 55 37 23
1583 0 "Mann" "Zahnarzt" 53 34 3
1584 0 "Mann" "Zahnarzt" 32 13 21
1585 0 "Frau" "Zahnarzt" 37 17 4
1586 0 "Mann" "Zahnarzt" 43 25 38
1587 0 "Frau" "Zahnarzt" 50 31 29
1588 1 "Mann" "Zahnarzt" 37 17 40
1589 0 "Mann" "Zahnarzt" 48 30 17
1590 0 "Frau" "Zahnarzt" 43 24 19
1591 0 "Frau" "Zahnarzt" 40 20 18
1592 0 "Frau" "Zahnarzt" 34 15 45
1593 0 "Mann" "Zahnarzt" 58 40 18
1594 0 "Mann" "Zahnarzt" 39 20 22
1595 0 "Frau" "Zahnarzt" 54 36 2
1596 0 "Mann" "Zahnarzt" 50 31 0
1597 0 "Mann" "Zahnarzt" 43 23 22
1598 0 "Frau" "Zahnarzt" 50 30 148
1599 0 "Frau" "Zahnarzt" 46 28 8
1600 0 "Frau" "Zahnarzt" 45 25 23
1601 0 "Frau" "Zahnarzt" 40 22 43
1602 0 "Frau" "Zahnarzt" 46 26 25
1603 0 "Mann" "Zahnarzt" 52 33 108
1604 0 "Frau" "Zahnarzt" 52 32 54
1605 0 "Mann" "Zahnarzt" 56 38 20
1606 0 "Frau" "Zahnarzt" 48 28 16
1607 0 "Mann" "Zahnarzt" 32 13 11
1608 1 "Mann" "Zahnarzt" 33 14 12
1609 0 "Frau" "Zahnarzt" 49 31 37
1610 0 "Mann" "Zahnarzt" 37 18 20
1611 0 "Frau" "Zahnarzt" 35 15 17
1612 0 "Frau" "Zahnarzt" 38 19 20
1613 0 "Mann" "Zahnarzt" 60 40 17
1614 0 "Frau" "Zahnarzt" 38 19 39
1615 0 "Mann" "Zahnarzt" 37 17 39
1616 0 "Mann" "Zahnarzt" 53 33 7
1617 0 "Frau" "Zahnarzt" 44 25 74
1618 0 "Frau" "Zahnarzt" 60 40 46
1619 0 "Mann" "Zahnarzt" 54 35 2
1620 1 "Frau" "Zahnarzt" 42 22 35
1621 0 "Frau" "Zahnarzt" 57 38 29
1622 0 "Frau" "Zahnarzt" 42 22 24
1623 0 "Frau" "Zahnarzt" 58 39 5
1624 0 "Mann" "Zahnarzt" 62 43 44
1625 0 "Frau" "Zahnarzt" 42 22 38
1626 0 "Mann" "Zahnarzt" 48 30 46
1627 0 "Frau" "Zahnarzt" 55 35 1
1628 0 "Frau" "Zahnarzt" 55 35 4
1629 0 "Mann" "Zahnarzt" 58 39 11
1630 0 "Frau" "Zahnarzt" 47 28 11
1631 0 "Frau" "Zahnarzt" 49 30 10
1632 0 "Mann" "Zahnarzt" 64 44 49
1633 0 "Frau" "Zahnarzt" 54 34 2
1634 0 "Mann" "Zahnarzt" 58 39 49
1635 0 "Frau" "Zahnarzt" 43 24 6
1636 0 "Frau" "Zahnarzt" 56 36 10
1637 0 "Mann" "Zahnarzt" 46 26 6
1638 0 "Mann" "Zahnarzt" 30 11 111
1639 0 "Frau" "Zahnarzt" 51 31 12
1640 0 "Frau" "Zahnarzt" 44 25 18
1641 0 "Mann" "Zahnarzt" 43 25 16
1642 0 "Frau" "Zahnarzt" 63 44 69
1643 1 "Frau" "Zahnarzt" 31 12 5
1644 0 "Mann" "Zahnarzt" 44 25 43
1645 0 "Frau" "Zahnarzt" 62 44 11
1646 0 "Frau" "Zahnarzt" 40 22 2
1647 0 "Frau" "Zahnarzt" 33 14 19
1648 0 "Mann" "Zahnarzt" 55 35 66
1649 0 "Frau" "Zahnarzt" 52 33 13
1650 0 "Frau" "Zahnarzt" 52 32 1
1651 0 "Frau" "Zahnarzt" 34 15 39
1652 0 "Frau" "Zahnarzt" 45 26 5
1653 1 "Frau" "Zahnarzt" 37 19 22
1654 0 "Mann" "Zahnarzt" 56 37 1
1655 0 "Mann" "Zahnarzt" 39 20 12
1656 0 "Mann" "Zahnarzt" 39 19 9
1657 0 "Mann" "Zahnarzt" 40 20 18
1658 0 "Frau" "Zahnarzt" 50 31 4
1659 0 "Frau" "Zahnarzt" 50 31 8
1660 0 "Frau" "Zahnarzt" 40 21 104
1661 0 "Frau" "Zahnarzt" 46 26 29
1662 0 "Frau" "Zahnarzt" 47 28 2
1663 0 "Frau" "Zahnarzt" 49 30 16
1664 0 "Frau" "Zahnarzt" 44 25 5
1665 0 "Mann" "Zahnarzt" 45 26 35
1666 0 "Mann" "Zahnarzt" 33 13 22
1667 0 "Frau" "Zahnarzt" 53 35 37
1668 0 "Frau" "Zahnarzt" 54 35 43
1669 0 "Mann" "Zahnarzt" 49 29 121
1670 0 "Mann" "Zahnarzt" 49 30 25
1671 0 "Mann" "Zahnarzt" 46 28 93
1672 0 "Frau" "Zahnarzt" 43 25 96
1673 1 "Frau" "Zahnarzt" 40 21 101
1674 0 "Frau" "Zahnarzt" 45 27 30
1675 0 "Mann" "Zahnarzt" 44 25 7
1676 0 "Mann" "Zahnarzt" 36 17 5
1677 0 "Frau" "Zahnarzt" 41 22 20
1678 1 "Frau" "Zahnarzt" 28 9 2
1679 0 "Frau" "Zahnarzt" 54 35 35
1680 0 "Frau" "Zahnarzt" 34 15 2
1681 0 "Frau" "Zahnarzt" 53 34 22
1682 0 "Mann" "Zahnarzt" 54 35 16
1683 0 "Frau" "Zahnarzt" 61 42 1
1684 0 "Mann" "Zahnarzt" 41 22 43
1685 0 "Frau" "Zahnarzt" 41 21 29
1686 0 "Frau" "Zahnarzt" 56 37 7
1687 0 "Mann" "Zahnarzt" 62 43 0
1688 0 "Mann" "Zahnarzt" 48 28 76
1689 0 "Frau" "Zahnarzt" 60 42 1
1690 0 "Mann" "Zahnarzt" 30 10 19
1691 0 "Frau" "Zahnarzt" 41 22 100
1692 0 "Frau" "Zahnarzt" 58 39 24
1693 0 "Frau" "Zahnarzt" 60 42 43
1694 0 "Frau" "Zahnarzt" 45 25 32
1695 0 "Frau" "Zahnarzt" 41 22 16
1696 0 "Frau" "Zahnarzt" 58 39 20
1697 0 "Mann" "Zahnarzt" 41 22 28
1698 0 "Mann" "Zahnarzt" 51 31 6
1699 0 "Frau" "Zahnarzt" 50 31 46
1700 0 "Mann" "Zahnarzt" 48 30 52
1701 0 "Frau" "Zahnarzt" 39 20 5
1702 0 "Frau" "Zahnarzt" 47 28 9
1703 0 "Frau" "Zahnarzt" 52 33 26
1704 0 "Frau" "Zahnarzt" 50 30 13
1705 0 "Frau" "Zahnarzt" 51 31 4
1706 1 "Frau" "Zahnarzt" 35 16 2
1707 1 "Frau" "Zahnarzt" 25 6 64
1708 0 "Frau" "Zahnarzt" 49 29 25
1709 0 "Frau" "Zahnarzt" 43 24 23
1710 0 "Frau" "Zahnarzt" 53 34 22
1711 1 "Mann" "Zahnarzt" 25 6 5
1712 0 "Frau" "Zahnarzt" 55 35 11
1713 0 "Mann" "Zahnarzt" 57 38 4
1714 0 "Mann" "Zahnarzt" 40 20 6
1715 0 "Frau" "Zahnarzt" 38 18 15
1716 0 "Frau" "Zahnarzt" 57 37 4
1717 0 "Frau" "Zahnarzt" 57 38 27
1718 0 "Mann" "Zahnarzt" 44 25 1
1719 0 "Mann" "Zahnarzt" 55 37 44
1720 0 "Frau" "Zahnarzt" 48 30 13
1721 0 "Frau" "Zahnarzt" 58 38 4
1722 0 "Frau" "Zahnarzt" 44 24 41
1723 0 "Frau" "Zahnarzt" 59 39 91
1724 0 "Frau" "Zahnarzt" 53 33 11
1725 0 "Mann" "Zahnarzt" 33 13 28
1726 0 "Mann" "Zahnarzt" 37 17 89
1727 0 "Frau" "Zahnarzt" 40 22 7
1728 0 "Frau" "Zahnarzt" 47 27 13
1729 0 "Frau" "Zahnarzt" 45 26 0
1730 0 "Frau" "Zahnarzt" 34 14 39
1731 0 "Mann" "Zahnarzt" 48 29 17
1732 0 "Mann" "Zahnarzt" 47 28 3
1733 1 "Frau" "Zahnarzt" 34 15 9
1734 0 "Mann" "Zahnarzt" 48 29 89
1735 0 "Mann" "Zahnarzt" 40 20 22
1736 0 "Mann" "Zahnarzt" 43 24 37
1737 1 "Frau" "Zahnarzt" 31 12 24
1738 0 "Mann" "Zahnarzt" 58 39 6
1739 1 "Frau" "Zahnarzt" 37 18 13
1740 0 "Mann" "Zahnarzt" 38 20 9
1741 0 "Frau" "Zahnarzt" 48 29 20
1742 0 "Frau" "Zahnarzt" 51 33 5
1743 0 "Mann" "Zahnarzt" 31 12 11
1744 0 "Frau" "Zahnarzt" 50 30 14
1745 0 "Frau" "Zahnarzt" 40 21 9
1746 0 "Frau" "Zahnarzt" 34 14 43
1747 0 "Mann" "Zahnarzt" 46 28 1
1748 0 "Mann" "Zahnarzt" 44 24 21
1749 0 "Frau" "Zahnarzt" 41 23 18
1750 0 "Frau" "Zahnarzt" 58 39 20
1751 0 "Mann" "Zahnarzt" 56 38 33
1752 0 "Frau" "Zahnarzt" 43 24 38
1753 0 "Frau" "Zahnarzt" 47 27 22
1754 0 "Frau" "Zahnarzt" 56 36 9
1755 0 "Mann" "Zahnarzt" 52 33 26
1756 0 "Mann" "Zahnarzt" 45 26 21
1757 1 "Frau" "Zahnarzt" 34 16 6
1758 0 "Mann" "Zahnarzt" 49 30 13
1759 0 "Frau" "Zahnarzt" 47 28 5
1760 0 "Frau" "Zahnarzt" 46 28 34
1761 0 "Frau" "Zahnarzt" 55 36 16
